label,text
0,"With each reauthorization, VAWA has become stronger.The latest bill—passed by the House last year—would close loopholes allowing abusers to obtain guns and extend protections for Native women.But Mitch McConnell refuses to bring it to the floor for a vote. It’s despicable."
0,"The violence in Venezuela today against peaceful protesters is criminal. Maduro's regime is responsible for incredible suffering. The U.S. must stand with the National Assembly &amp; Guaidó in their efforts to restore democracy through legitimate, internationally monitored elections."
0,It is clear this administration has abandoned those core American beliefs. Secretary Mattis’ presence and his voice of reason and experience will be missed in the Pentagon and the Situation Room.
0,"No one should be fired, denied a home or access to services because of who they are or who they love. But that’s not the reality for many LGBTQ Americans.Today’s historic passage of the #EqualityAct moves us one step closer to righting this wrong — the Senate should act now."
0,"No matter where you start in life, there should be no limit to what you can achieve. We’ve got to rebuild the middle class and this time, make sure everyone comes along."
0,Dr. Biden: “So many issues I care deeply about are all at stake here in 2012.’
0,VP Biden on Romney-Ryan: “They are not for Medicare. They are for a plan called Vouchercare.”
0,"Republicans in AL, FL, GA, and OH are ushering in laws that clearly violate Roe v Wade and they should be declared unconstitutional. Roe v Wade is settled law and should not be overturned. This choice should remain between a woman and her doctor."
0,"I know how to beat the NRA because I’ve done it before - twice. I shepherded through the passage of the Brady background check bill in 1993, and bans on assault weapons and high-capacity magazines in 1994. As president, I will defeat the NRA again."
0,"When Governor Whitmer worked to protect her state from a deadly pandemic, President Trump issued a call to ""LIBERATE MICHIGAN!""That call was heard.He's giving oxygen to the bigotry and hate we see on the march in our country — and we have to stop it."
0,"One year ago, just hours after the massacre in El Paso, nine precious lives were cut short in Dayton. In the wake of the tragedies, Donald Trump promised the most modest of gun safety policies, then caved to the @NRA and failed to deliver."
0,This is no time for incendiary tweets. This is no time to encourage violence.This is a national crisis — and we need real leadership right now.
0,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campaign rallies. But he’s wrong — on both fronts.We need a president who will actually do the work needed to get us through these crises.
0,"VP in CO: “Early voting starts in Colorado on Oct. 22. So don't wait until Election Day. Let’s take this thing sooner than later, okay?”"
0,I know it can be hard to keep faith that we will ever achieve that more perfect union we strive to be. But ours is a union worth fighting for — and we are all called to the cause.None of us can turn away. None of us can stay silent.
0,"It’s time for us to take a hard look at uncomfortable truths.It’s time for us to face the deep, open wound we have in this nation.We need justice for George Floyd."
0,The pay gap that Native women face — due to both their gender and the color of their skin — is unacceptable. We must right these wrongs and close the gender pay gap once and for all. #NativeWomensEqualPay
0,"""Americans never bow. Americans never bend. We never break. We endure, we overcome, and we continually move forward."" -VP Biden"
0,"“We put forward a concrete plan to cut the debt by $4 trillion in the next 10 years.”—Vice President Biden in Chesterfield, VA"
0,"25 years ago, California approved Prop. 187 — a measure designed to strategically disenfranchise immigrant communities by stripping away access to health care and education."
0,We need policies that reflect this urgency. I'll have more specifics on how America can lead on climate in the coming weeks.
0,Wall Street didn't build this country — the middle class did. And unions built the middle class.Donald Trump doesn't understand that. We need a president who does.
0,"20 years have passed since the murder of young Matthew Shepard. We've come a long way, thanks to organizations like @MattShepardFDN, but our work isn’t done. We cannot stop fighting until every LGBTQ young person is affirmed, supported, and safe. #MSF20"
0,"It’s good to be back, folks. We've got less than 4 months until Election Day, and I need you with me. Let's go elect some Democrats. –Joe"
0,"In 2019, foreign policy is domestic policy, and domestic policy is foreign policy. They are a deeply connected set of choices we make about how to advance the American way of life and our vision for the future."
0,"There used to be a basic bargain in this country—when you worked hard, you shared in the prosperity you helped create. But CEOs and Wall Street continue to put profits over workers. It's wrong.We have to restore the dignity of work and ensure everyone earns what they deserve."
0,"President Trump continues to undermine registered apprenticeships—programs that provide a path to the middle class &amp; a good union job. As president, I will work to save these important programs &amp; ensure every American has the skills they need to get ahead. #SaveApprenticeshipWeek"
0,Jill and I mourn the loss of the nine service members who perished in a training accident off the coast of California. These brave young men made the ultimate sacrifice in service to their fellow Americans. Our deepest condolences go out to their families.
0,"To tee up the VP’s speech, we’ll be spotlighting the Vice President’s foreign policy work—stay tuned for stories and photos all week long."
0,"In times of crisis, Americans stand as one. It's who we are. And it's how we're going to get through this — together."
0,It’s not political.It’s patriotic.Wear a mask. Period.
0,"We have the power to write the future we want for this country. One where health care is a right, we lead the world in the fight against climate change, we end our gun violence epidemic, and our government works for all — not just the powerful.Let’s do it together."
0,"Let me be clear: A Biden-Harris Administration won't increase taxes by a dime on anyone making less than $400,000 a year."
0,No one should shed a tear for Qassem Soleimani. But Trump’s reckless escalation and thoughtless withdrawal from the Iran nuclear deal has made America less safe. We need a return to diplomacy and a steady hand at the wheel to navigate an increasingly dangerous world. #DemDebate
0,President Trump's actions are an abuse of power. They undermine our national security. They violate the oath of office. If we allow a President to get away with shredding the United States Constitution — that will last forever.
0,Looking forward to welcoming Gov @JohnKasich to @UDelaware @UDBidenInst to discuss bridging partisan divides &amp; restoring faith in government
0,"En el 1994, el senador Feinstein y yo dirigimos la lucha para prohibir las armas de fuego para asalto y las revistas de alta capacidad. Luchamos contra el @NRA y los vencimos.Como presidente, volveré a prohibir estas armas de guerra. Las sacaremos de nuestras calles."
0,"“From now until Election Day, I want to ask for everything you’ve got to help support President Obama and my husband.”—Dr. Biden in PA"
0,Five.That’s how many times Senator Sanders voted against the Brady background check bill that has kept 3 million firearms out of dangerous hands.I helped pass it.We need a president who'll stand up to the @NRA — not stand with them against lifesaving gun safety measures.
0,"Many of those seeking asylum on our southern border are fleeing horrific forms of gender-based violence. As president, I will restore asylum status for domestic violence survivors &amp; spearhead an initiative to end violence against women and girls in Central America. #16Days"
0,"Jill and I would like to send our best wishes to everyone celebrating Kwanzaa. Today is the start to a seven-day reflection on the rich heritage of African-American culture, remembering the seven principles."
0,"I believe every American deserves a fair shot at success — not just the Mar-a-Lago crowd. That’s why as president, I’ll reverse Donald Trump’s giant tax giveaways to the super-wealthy and big corporations, and build an economy that works for everyone."
0,That’s all we have for tonight’s CNN #ClimateTownHall! Make sure to follow @TeamJoe to stay up-to-date on everything happening on the campaign.
0,Jill and I wish a Happy Holi to those celebrating the arrival of spring and the Festival of Colors! May the rest of your year be filled with a rainbow of colors and optimism. #Holi2020
0,"Donald Trump wants to destroy Obamacare.I want to protect and build on it.It’s that simple, folks."
0,"Now more than ever, we need a president who believes in science."
0,"No bill should pass without conditions on corporations to ensure the help they get goes to their workers, not their CEOs. No blank checks."
0,"The Civil Rights Act for the first time made real the possibility of equal access to employment. It outlawed discrimination in public facilities, and it gave the Attorney General of the United States of America the power to enforce the law to combat discrimination."
0,"Yesterday, Trump tried to attack me at his campaign rally by saying I abandoned Pennsylvania.I’ve never forgotten where I came from. My family did have to leave Pennsylvania when I was 10 — we moved to Delaware where my Dad found a job that could provide for our family."
0,The choice for the middle class is clear—Romney would cut jobs for teachers and first responders; the President would put them back to work.
0,"“Gov. Romney was a little—how can I say it? Sketchy last night. No details. No specifics.”—VP Biden in Greeley, CO today"
0,"Mayor Pete likes to call me part of the old failed Washington. Was it a failure when I helped pass Obamacare, the Paris Agreement, the Violence Against Women Act, or the assault weapons ban?I have a stronger record of passing big, progressive legislation than anyone running."
0,Happy birthday to a great President and a wonderful friend. –Joe
0,"Throughout his career, Joe Biden has:Fought redlining.Fought school lines drawn to keep races &amp; classes separate.Fought to put public housing in white neighborhoods.Fought for more resources to prosecute hate crimes.#DemDebate"
0,"I've always been proud to have cosponsored the Americans with Disabilities Act, signed into law 29 years ago. Thanks to the vision &amp; persistence of @SenatorHarkin &amp; many disability leaders, this bill was a critical step in the fight for equal rights for people with disabilities."
0,Donald Trump is the most corrupt president in modern American history.
0,"VP Biden on Paul Ryan: “He proposed privatizing Social Security, a proposal that even the Bush administration rejected as ‘irresponsible.’”"
0,"Doctors and nurses are making their own makeshift face masks today as they risk their lives to care for others. What other finding do you need to see to convince you to use every power you have to expand our supply of essential equipment, Mr. President?"
0,"Our men &amp; women in uniform are the heart, the soul, and the spine of this nation. Today we remember those among them who gave their lives for our freedom. As we honor their sacrifice, we must recommit to our sacred obligation to care for &amp; support the families they left behind."
0,Jill and I are keeping the French people in our prayers following the horrific terror attack in Nice — which targeted innocents in a house of worship. A Biden-Harris administration will work with our allies and partners to prevent extremist violence in all forms.
0,Obamacare fue un gran avance: proporcionó protecciones a más de 100 millones de estadounidenses con afecciones preexistentes. No podemos parar allí. Como presidente protegeré y expandiré Obamacare para garantizar que todos tengamos acceso a atención médica asequible y de calidad.
0,Five. That’s how many times Senator Sanders voted AGAINST the Brady background check bill that has kept 3 million firearms out of dangerous hands.We need a president who will stand up to the @NRA — not one who stands with them against lifesaving gun safety measures. #DemDebate
0,"Congratulations @AFLCIO on 64 years of empowering workers to bargain for what they deserve. The 40-hour workweek, paid leave, health care protections, a voice in your workplace safety — it’s all because of unions. It’s time we recognize that."
0,".@DrBiden and I send our deepest condolences to the family, friends, and colleagues of former Iowa congressman and statesman, Berkley Bedell. Congressman Bedell’s legacy will be remembered as the epitome of public service. Iowa is a better place because he served there."
0,"Across the country, middle and working class families are being squeezed by debt. This is a massive problem, and one that we need all of the best ideas to solve. That's why today, I'm adopting two plans from @BernieSanders and @ewarren to achieve this."
0,"I have the great honor to announce that I’ve picked @KamalaHarris — a fearless fighter for the little guy, and one of the country’s finest public servants — as my running mate."
0,We need action. But the NRA and gun manufacturers have such a firm grip on Republicans in Congress that they refuse to consider common-sense gun reforms.
0,"The President is in Cedar Rapids, Iowa today to speak up for the middle class—follow our live-tweet on @Obama2012 at 1:50pm ET."
0,"Finally, Joe Biden has been integral to some of the biggest child care tax credit wins in our history, including in the Recovery Act and the fiscal cliff deal.And as president, he'll expand the child care tax credit to up to $8,000 per family.#DemDebate"
0,"We need a president who chooses unity over division. If we come together and unite this country, there’s nothing we can’t do."
0,"The 60th anniversary of our alliance with Japan reminds us that close partnership and deep cooperation are among our greatest assets. I understand the value of our alliances; they make us stronger. I would build on this legacy, rather than dismantling it."
0,"Donald Trump's wealthy donors got tens of millions of dollars in relief, while countless small businesses were turned away. It's no wonder he didn't want any oversight.We need a government that works for all — not just the super-wealthy."
0,"Proud to call you a friend, @RepJoeKennedy. You captured the idealism and optimism of our party — and this nation. Because you understand that everyone is entitled to be treated with dignity. And that in this country, no one gets left behind. Well done."
0,The stakes in this election couldn’t be higher. Donald Trump is wholly unfit to lead this nation — and that has become even clearer in the last few weeks. We have to vote him out of the White House.
0,"It’s up to us, America. Speak out. Rise up. Be heard. The price to be paid for putting our values at risk must be clear. Now. And show up to vote this November—in numbers like we’ve never seen."
0,"It’s not enough to be against the way Donald Trump conducts himself — we have to be against the way he assaults the dignity of women, people of color, and immigrants."
0,"99 years ago today, the 19th Amendment was ratified—enshrining in our Constitution that the right to vote cannot be denied based upon sex.Today, access to the ballot box is still out of reach for too many Americans—it’s up to every single one of us to break down the barriers."
0,"President Trump still has no plan to address COVID-19.He quit on you, on your family, on America. He just wants us to grow numb to the horrors of the death toll and the pain.We cannot afford another four years of his failed leadership."
0,"Hey everyone, @TeamJoe here! We’re taking over for tonight’s #DemDebate to give you the facts about Joe’s record on the issues and vision for our country. Stay tuned!"
0,"Home health workers do God’s work, but aren’t paid much. They have few benefits, and 40% are still on SNAP or Medicaid. It's unacceptable.I'll give caregivers and early childhood educators a much-needed raise."
0,"Imagine the future we can build with Donald Trump out of the White House. A future where:- Health care is a right- We combat climate change- We end our gun violence epidemic- Our government works for all — not just the powerfulLet’s build that future, together."
0,VP Biden on Romney: “Guess what? He never did answer the question of whether or not women are entitled to equal pay for equal work.”
0,"This can’t just be a campaign to beat Donald Trump. This has to be a movement grounded in the values and ideals that define our nation best: honesty, decency, treating everyone with dignity and respect, and giving hate no safe harbor.That’s who we are as Americans."
0,"Today, I called on students across the country to speak out and step in to stop sexual assault. #ItsOnUs"
0,"President Trump asked a foreign government to interfere in our elections, and now he's spending $10 million on attack ads against me. It's clear that he is trying to influence the primary and pick his opponent.Why? Because he knows I’ll beat him like a drum."
0,"I'm thankful no one was hurt in last night's attack. But we're only in this mess because Donald Trump pulled out of the Iran Deal (which even his advisors said was working), turned his back on our allies, and had no strategy for what comes next."
0,"“I’ve got news for Gov. Romney and Congressman Ryan—it’s never, ever been a good bet to bet against the American people.”—VP Biden"
0,"“Instead of attacking folks who work for a living and pay their way, Romney should be respecting their hard work.”—VP Biden"
0,I know a thing or two about being Vice President — and I know @KamalaHarris is the best partner I could have for the fight ahead.
0,"We’ve heard it before throughout our history, but it has no place in America in 2019.It’s clear that Donald Trump is trying to divide us by race and gender. It’s immoral. Our children are listening."
0,"Medgar Evers once said, ""freedom has never been free."" On this day in 1963, he paid the ultimate price in pursuit of freedom for his brothers and sisters. He was gunned down fighting to end racial injustice. We must honor him by carrying forward that cause in our own lives today."
0,"No hay justificación para traumatizar aún más a los niños enfermos en sus momentos más vulnerables. Como todo abusón, Trump está acosando a los más débiles, pero atacar a niños con cáncer y fibrosis quística es intolerable."
0,A Biden administration will ban assault weapons and high-capacity magazines. We will get these military-style weapons off our streets.
0,"“Because of you and your productivity, the combined auto companies have committed to invest another $23 billion in expansion in America.”"
0,He unilaterally withdrew from the hard-won nuclear agreement that the Obama-Biden Administration negotiated to stop Iran from getting a nuclear weapon. Trump promised that abandoning the deal and imposing sanctions would stop Iran’s aggression in the region.
0,The presidency is about a lot more than tweeting from your golf cart. It requires taking on the ultimate responsibility for the biggest decisions in the world. Donald Trump simply wasn’t prepared for that. I promise you I will be.
0,"This morning, little girls woke up across this nation — especially Black and Brown girls who so often may feel overlooked and undervalued in our society — potentially seeing themselves in a new way: As the stuff of Presidents and Vice Presidents."
0,I’m running as a proud Democrat. But I will be an American president.
0,Before we're Democrats or Republicans or independents — we're Americans.We can't forget that.
0,"I’ve seen the selfless heroism of firefighters firsthand — they run toward danger and risk their lives every single day for strangers. On International Firefighters' Day, I extend my deepest gratitude to all the men and women who keep our communities safe."
0,"Jill and I are devastated to hear about today’s shooting at the Chabad Poway synagogue. No one should have to worship in fear.As a country, we must speak out against bigotry and gun violence. We’re in the battle for the soul of this nation—and it’s on all of us to act."
0,We need a president who will choose unity over division.
0,No president can take our country to war without the informed consent of the American people. #DemDebate
0,Let me be clear: No one should have to pay for coronavirus testing or treatment.
0,"Republicans have savaged my only surviving son. They’ve spread lies about me that networks won’t even carry. It doesn’t matter if they go after me.As President of the United States, I have to be able to not only fight — I have to heal. And that’s what I’ll do if I’m elected."
0,"As president, I will:- Call for nationwide mask mandates- Implement widespread testing- Accelerate the development of treatments and vaccinesI’m ready to work on day one to contain the spread of this virus and get our country back on track."
0,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart."
0,"VP Biden: “When Gov. Romney was asked whether or not women deserve equal pay for equal work, what was his answer? Binders.”"
0,"3 days.Stay empowered, stay optimistic, stay united."
0,"Detroit — and our country as a whole — is like its people: resilient and tough. Defined by a work ethic that is unmatched by any place in the world. And when given half a fighting chance, there’s nothing the American people can’t do."
0,"Today in 1967, the Supreme Court struck down interracial marriage bans in Loving v. Virginia—a decision that inched us closer to our founding ideals of equality, equity, &amp; fairness.The decision reminds us progress doesn’t happen on its own—every generation has to fight for it."
0,"Thad Cochran was a friend and a true patriot in every sense of the word. Jill and I are sending our condolences to Thad’s family, he will be sorely missed."
0,Ban assault weapons.Enact universal background checks.Hold gun manufacturers accountable.End our gun violence epidemic.
0,"We are so much better than who Donald Trump thinks we are. This is the United States of America. We treat each other with dignity, we leave nobody behind, and we give hate no safe harbor."
0,I have no illusions about how tough the road ahead is. But I’m optimistic for one reason above all others: I know the history and the heart of this country.There is nothing we're unable to achieve when we do it together.
0,Donald Trump needs to do his job.
0,"We have to start rewarding work, not wealth. As president, I will build a stronger, more inclusive middle class — not cut taxes for the super wealthy."
0,I taught constitutional law for a long time and here's the deal: No amendment is absolute. There are limits.Common-sense reforms like background checks and a ban on assault weapons are not a violation of the Second Amendment. Period.
0,We need to take action now to address our climate crisis.That starts with beating Donald Trump.
0,Donald Trump pressured Ukraine to manufacture a smear against a domestic political opponent — the “transcript” made that clear. It’s an abuse of power that violates the oath of office and undermines our democracy.Congress must hold him accountable.
0,Las políticas de inmigración de Trump son un asalto a la dignidad humana. No somos un país que niegue a los niños jabón y cepillo de dientes. Esto no es lo que somos. #DemDebate
0,"As President, I will use military power responsibly and as a last resort. We will not go back to forever wars in the Middle East. #DemDebate"
0,Weapons of war have no place in our communities.We need to ban assault weapons and high-capacity magazines.
0,"Women’s rights and health care are under assault in a way that seeks to roll back every step of progress we’ve made over the last 50 years. If I believe health care is a right, as I do, I can no longer support an amendment that makes that right dependent on someone’s zip code."
0,Looking forward to joining @ErinBurnett for tonight’s town hall in Iowa to discuss what’s at stake in this election and why I’m running for president. Tune in to @CNN at 9 PM ET to watch live.
0,It’s not hyperbole to say that we are in a battle for the soul of this nation. Everything that makes us who we are is at stake. We have to get Donald Trump out of the White House and take back this country.
0,"As we mark the beginning of Asian Pacific American Heritage Month, @DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead."
0,"Today, we remember the lives taken one year ago at the Tree of Life Synagogue. We must constantly strive to live up to the American ideal that we're all created equal, while facing the harsh reality that hate has long torn us apart. The battle isn't over. We must end this hate."
0,Enough is enough is enough. Decent people have to take a stand. These are our children.
0,"This is a moment to look out for our neighbors, care for the elderly, and thank the workers on the front lines of this fight. This is a moment to believe in one another.When we do that, when we see the best in each of us, we’ll lift this nation up and get through this together."
0,"“My daughter and granddaughters &amp; Barack’s daughters are entitled to every single, solitary opportunity my sons are and my grandsons are.”"
0,"We can, we will, and we must come together."
0,Every woman in this country deserves to be free from harm and from fear. Proud to celebrate 22 years of the Violence Against Women Act. -Joe
0,"We must not become a country at war with ourselves.A country that accepts the killing of fellow Americans who do not agree with you. A country that vows vengeance toward one another.But that is the America that President Trump wants us to be, the America he believes we are."
0,"VP in FL: “The American people are so much better, so much stronger, take so much more responsibility than these guys give them credit for.”"
0,Silence is complicity. Our children are listening. The time to speak out is now.
0,"Make no mistake: if you are out of work, if your business is closed, if your child’s school is shut down, if you are seeing layoffs in your community, Donald Trump decided today that none of that matters to him."
0,"I’m running for president to restore the backbone of this country — the middle class. And this time, everyone is going to come along."
0,“I don't live in a country that's dependent or declining. There is no give-up anywhere in America.”—VP Biden
0,"We need a president who will always choose to unite rather than divide, because there’s nothing we can’t accomplish when we do it together."
0,"Last week, President Trump claimed the virus would ""fade away.""Now, we're facing a record-high number of new cases, and it's surging across the country.Trump refuses to listen to the experts and take action — and we're all paying the price."
0,"“Give Mitt Romney credit: He is a job creator. In Singapore. And China. And India.”—VP Biden in Waterloo, Iowa today"
0,This is simple. No candidate running for office should help foreign governments undermine our democracy. That includes the sitting President of the United States. Our elections should be decided by the American people — not Vladimir Putin.
0,"We're going to beat Donald Trump. And when we do, we won't just rebuild this nation — we'll transform it."
0,"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.Do your part. Protect your neighbors. Wear a mask."
0,"This Fourth of July, one of the most patriotic things you can do is wear a mask."
0,“She will not back down. She will fight like hell for all of those things that affect people’s lives.” –VP Biden supporting @CatherineForNV
0,Advice and consent. Absent that—which we’ve always had for nominees in election years in the past—we shouldn’t move forward with hearings or a vote before the mid-term elections.
0,"As the daughter of Jamaican and Indian immigrants, @KamalaHarris grew up believing in the promise of America because she saw it firsthand.Together, Kamala and I are going to fight every single day in the White House to make sure that promise is fulfilled for all Americans."
0,"Mr. President, Jill and I are sad to learn of your younger brother Robert’s passing. I know the tremendous pain of losing a loved one — and I know how important family is in moments like these. I hope you know that our prayers are with you all."
0,"President Trump needs to do everything in his power to surge nationwide testing — including developing and evaluating more accurate, affordable, accessible, faster tests so we can reopen safely.Infection rates are rising at an alarming pace. Mr. President, act now."
0,Under Donald Trump:- Job growth has slowed- Manufacturing is worse off- Income inequality is higher than everHe is squandering the growing Obama-Biden economy that he inherited — just like he has squandered everything else that he has inherited in his life.
0,"If Joe Biden was president, there would be no empty chair at the G-7. #ClimateTownHall"
0,".@realDonaldTrump, we have a message for you: release your tax returns or shut up about corruption.Get yours today:"
0,"There used to be a basic bargain in America—when your company did well, you shared in the prosperity. We must restore that bargain &amp; stand up to corporate profiteering.I support @Teamsters25 as they strike against @RepublicService for a living wage, health care, and pensions."
0,“We don’t think you grow the economy from millionaires down. We think you grow it from the middle class out.”—VP Biden
0,"To the millions of Americans struggling to get by right now — those who can't find a job or pay the bills: I want you to know that I see you, and I won't forget you — and I'm going to fight every day in the White House to build an economy that works for you."
0,"On #PresidentsDay, we remember the leaders who showed strength in moments of fear, who brought us together in moments of division, and showed empathy in moments of pain.Then we remember that today, our President is Donald Trump. In November, let's end this chapter of history."
0,Every military family knows what it means to sacrifice. Every individual life and story matters. It is who we are as Americans. On #VeteransDay and every day we must stand up for the men and women who put their lives on the line to defend us.
0,Guatemalan President Jimmy Morales’s decision to end CICIG’s mandate represents a serious blow to anti-corruption efforts in the hemisphere. The US Administration should condition assistance on CICIG’s continued operation.
0,"“I believe this election will come down to character, conviction, and vision.”—VP Biden at the NAACP today"
0,It is a national disgrace that millions of Americans do not have a single day of paid sick leave.
0,I'm confident that the American people will meet this moment. There’s never been a challenge we've been unable to overcome if we do it together.
0,"""One of my proudest accomplishments was writing the Violence Against Women Act — which Marco voted against last time."" –VP Biden in FL"
0,"Proud to stand with folks in Las Vegas fighting against a proposed ordinance that effectively criminalizes homelessness. Like we did in the Obama-Biden Administration, we should focus on providing housing first and work to find long-term solutions to end homelessness."
0,"Today, let's all celebrate the one billion girls and young women around the world — and recommit to fight for their education, work, health, rights, and opportunities. A Biden-Harris administration will work to elevate their voices and ensure an equal future. #DayOfTheGirl"
0,"A statement from VP Biden on Mitt Romney’s critiques of the President's foreign policy record today: “Empty rhetoric and bluster."""
0,"In the middle of a global pandemic, President Trump is trying to get the U.S. Supreme Court to eliminate Obamacare and rip health care protections away from 100 million Americans with pre-existing conditions.Don't forget that."
0,"For days, pundits have let Donald Trump define the conversation around tonight's #DemDebate.Well, Trump doesn't get to pick the Democratic nominee. And I’m not going to be distracted by all his lies, smears, distortions, and name-calling. He’s picked a fight with the wrong guy."
0,VP Biden is about to take the stage at the Women's Leadership Forum Conference. Follow @TheDemocrats for live updates. #DemWomen
0,The Vice President's speech will be live-tweeted on @Obama2012.
0,Donald Trump is the problem with our immigration policy. He's using family separation as a weapon against desperate people seeking safety and a better life.We need to defeat Donald Trump. #DemDebate
0,That’s all we have for tonight’s #DemDebate—thanks for tuning in! Make sure to follow @TeamJoe to keep up-to-date with everything happening on our campaign.
0,"Two years ago, we watched in horror as 58 precious lives were cut short in the deadliest mass shooting in modern US history. As we remember those we lost in Las Vegas, we must honor them with action. We cannot let the scourge of gun violence tear our communities apart any longer."
0,I have said from the day I announced that we’re in a battle for the soul of this nation. That is even more true today. We have a president who has been sending dog whistles of encouragement and support to white supremacists and hate groups.We have to beat Donald Trump.
0,"16 years ago today, terror tried to break us. It did not, and will never, succeed. Our grit &amp; determination are the strongest force I know."
0,"Five years after an act of hate struck Boston, the thousands of acts of charity and compassion on #OneBostonDay remind us once again that America will always own the finish line. Proud of you, Boston - today and always."
0,"Our campaign’s contact tracing remains ongoing, and my team will continue to share any significant developments with the American people. If anything, let this serve as an example of the importance of wearing masks and keeping a safe, social distance."
0,VP Biden on Romney: “The President has a new term for this sort of ability to change your mind so quickly. He calls it #Romnesia.”
0,Jill and I wish Jewish communities around the world an easy fast as they gather to observe Yom Kippur. The Day of Atonement is an important reminder of the obligation we all share to reflect on our actions and recommit to our values in the year ahead. L’Shana Tovah.
0,"Jill and I send our prayers to the people of Greece and Turkey following today’s earthquake. We’re grateful for the brave rescuers saving others, and for the governments of Greece and Turkey putting aside their differences to support each other."
0,Last month we raised $364.5 million — 95% of the donations from grassroots supporters like you and the majority online.Working people are powering our campaign — and I’m grateful.We’ve got a long way to go to close the fundraising gap and win — but we can do it. Together.
0,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal.Donald Trump needs to scale up testing, and he needs to do it immediately."
0,"As we celebrate #WomensEqualityDay and the 100th anniversary of the 19th Amendment, we have got to renew our efforts to protect the sacred right to vote.Every eligible American should be able to make their voice heard at the ballot box. Period."
0,Let's be clear: Donald Trump's Muslim ban was never about safety — it was a blatant ploy to fan the flames of bigotry and score points with his political base. I will end it.
0,".@KamalaHarris is smart, tough, and experienced. She knows how to govern and make the hard calls.She's ready to hit the ground running on day one."
0,"The simple truth is Donald Trump failed to protect America. So now, he’s trying to scare America."
0,Donald Trump voted by mail. You should be able to as well.
