label,text
1,"""@luvinlife1967: @foxnewspolitics @realDonaldTrump @HowardKurtz I dvr every Fox evening show EXCEPT Megyns. She is a mean &amp; bitter woman."""
1,"""@97Musick: @FoxNewsSunday @skyjones55 @realDonaldTrump Of course theyre going up! Trump is going to WIN this!! #Trump2016""  Thanks."
1,Both Washington D.C. and DALLAS are turning out to be really big events. D.C. is protest of incompetent Iran deal and Dallas is big speech!
1,"Jeb Bush just talked about my border proposal to build a ""fence."" Its not a fence, Jeb, its a WALL, and theres a BIG difference!"
1,"""@JohnNew2015:  @lance_combrink Well, @KarlRove is an establishment hack big government RINO whose only hope is @JebBush - Thats sad, eh!?"""
1,In the plane heading to Iowa State Fair. Will be great fun. Hopefully giving helicopter rides to some of the kids.
1,"So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper wont survive, highly unethical!"
1,Dopey Prince @Alwaleed_Talal wants to control our U.S. politicians with daddy۪s money. Can۪t do it when I get elected. #Trump2016
1,"""@JamesPWilson1: @realDonaldTrump When you become president, we will avenge all of the innocents who isis killed"""
1,"Governments first duty is to protect the people, not run their lives.۝  Ronald Reagan"
1,Straighten out The Republican Party of Virginia before it is too late. Stupid!  RNC
1,"""@MrDeuce25: @CNN @LindseyGrahamSC DonaldTrump Good were glad he doesnt represent what you stand for Lindsey. You are weak and have no clue"
1,Why isnt President Obama working instead of campaigning for Hillary Clinton?
1,Big protest march in Colorado on Friday afternoon! Dont let the bosses take your vote!
1,"""@koltonbittner: .@realDonaldTrump makes me proud to be an American"" So nice, thank you!"
1,"Crooked Hillary is spending big Wall Street money on ads saying I dont have foreign policy experience, yet look what her policies have done"
1,"""@wompol: @realDonaldTrump @CNN we also saw numerous (since scrubbed) videos of celebrations on 9/11"""
1,"""@DefendingtheUSA: @realDonaldTrump @FoxNews LOVED the brutal zinger against the Wall Street journal!!!"""
1,"Heading to Iowa to a packed house. Just released polls, all first place, are amazing. Thank you!"
1,"""@justininglv: @realDonaldTrump great speech today!! Its all about America and thats why you will become president!!!!""  Thank you."
1,Looking at Air Force One @ MIA. Why is he campaigning instead of creating jobs &amp; fixing Obamacare? Get back to work for the American people!
1,"""@AmericanAsPie: @DiamondandSilk you were awesome at the @realDonaldTrump rally. It was exciting to see you."""
1,Thank you @Morning_Joe for explaining to @CNN and @andersoncooper and so many others that I am leading in almost all national &amp; state polls.
1,"""@marybnall01: @realDonaldTrump watched lowell mass speech. Awesome. Great crowd. Make America Great Again!!!!!!"""
1,"""@rjdicksii: @realDonaldTrump. These cats are like bad used car salesmen."""
1,They will soon be calling me MR. BREXIT!
1,"Bernie Sanders has been treated terribly by the Democratsboth with delegates &amp; otherwise. He should show them, and run as an Independent!"
1,"Lyin۪ Ted Cruz steals foreign policy from me, and lines from Michael Douglas just another dishonest politician."
1,"""@PaulaDuvall2: Outsider Donald Trump assesses &amp; addresses major American problems. What has Congress been doing for the past 7 years?"""
1,"""@LookerCherry: @realDonaldTrump The polls are for the news cycle. Trump is miles ahead and leaving all others in the dust, ""dont doubt me"""
1,"Dopey @Lawrence O۪Donnell, whose unwatchable show is dying in the ratings, said that my Apprentice $ numbers were wrong. He is a fool!"
1,"""@khoges34: #MakeAmericaGreatAgain #Trump2016 @realDonaldTrump"""
1,Asians are very offended that JEB said that anchor babies applies to them as a way to be more politically correct to hispanics. A mess!
1,"I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don۪t want to waste my money."
1,Will be interviewed at 10:00 P.M. on @seanhannity @FoxNews - Enjoy!
1,Pocahontas bombed last night! Sad to watch.
1,RT @joshrogin: Pence is right. Clinton &amp; Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an_
1,"""@laurencristmann:  @Sharp_Trident @megynkelly it makes me not wanna watch debate because I know they are going to treat Trump unfair"""
1,"""@MJJustus1 @AndrewStilesUSA @realDonaldTrump Trump already hosts vets at his resorts. What does Hillary do?"""
1,People have got to stop working to be so politically correct and focus all of their energy on finding solutions to very complex problems!
1,"Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be a Native American in order to advance her career. Very racist!"
1,"Thank you, so many people have given me credit for winning the debate last night. All polls agree. It was fun and interesting!"
1,"""@alivelutheran: @TODAYshow touts CNN polls instead of their own!! Of course, the NBC one shows him much higher. Trump corrects them!"
1,"I employ many people in Hawaii at my great hotel in Honolulu. I۪ll be there very soon. Vote for me, Hawaii!"
1,"""@redletter99: @realDonaldTrump thanks donald great show,when r u coming back to massachusetts?"" Very soon!"
1,I am especially grateful for the tremendous support I have received from the Evangelicals in the just out Iowa CNN poll. Thank you!
1,President Obama just told President Putin how important the Russian air strikes against ISIS have been. I TOLD YOU SO!
1,"""@SCNAK45: @megynkelly is trying so hard to bash @realDonaldTrump its ridiculous"" Dont worry, everyone is wise to Crazy Megyn!"
1,"Getting the support of @DanaWhite of UFC means a lot. A total winner, who has done an amazing job. Just ordered his fight to watch tonight!"
1,"""@TrumpDemocrats: Carson on @CNN now. He is worse than Jeb; like ambien for insomnia. We need energy in the White House. We need DonaldTrump"
1,"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin Ted Cruz. This is good for me!"
1,"""@97Musick: @realDonaldTrump Voters LIKE ""tough and smart""... thats why we are voting TRUMP 2016!!"""
1,Lifting off right now for U.S.S. Wisconsin in Norfolk. See ya
1,"""@ktd101551: @CNNPolitics Trump gave a great speech in Ala. Whats more important a protester? I wouldnt give these folks 1 sec of attn"""
1,"Why does @megynkelly devote so much time on her shows to me, almost always negative?  Without me her ratings would tank. Get a life Megyn!"
1,.@MarkSteynOnline - Thank you and great job on @seanhannity tonight!
1,"""@kingster73: @realDonaldTrump Rubio is irresponsible on finances and doesnt show up for work! Who would hire him? Not the American People!"
1,I am watching @CNN very little lately because they are so biased against me. Shows are predictable garbage! CNN and MSM is one big lie!
1,"Watch my interview on @CBSNews Face The Nation now and, also, the new CBS POLLS which, if good for me, the media wont report!"
1,UL has lost all credibility under Joe McQuaid w circulation dropping to record lows. They arent worthy of representing the great people NH.
1,I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.
1,"Wow @UnionLeader circulation in NH has dropped from 75,000 to around 10bad management. No wonder they begged me for ads."
1,Just announced that Iraq (U.S.) is preparing for battle to reclaim Mosul. Why do they have to announce this? Makes mission much harder!
1,"""@MikeRaj7:  @megynkelly Show has become a opinion show. Leading questions, Stirrwalt and Thiessen, used, Fair and balanced, NOT"""
1,Will go back on for a final question now!
1,"Why does @Greta have a fired Bushy like dummy, John Sununu on- spewing false info? I will beat Hillary by a lot, she wants no part of Trump."
1,"Why is someone like George Pataki, who did a terrible job as Governor of N.Y. and registers ZERO in the polls, allowed on the debate stage?"
1,".@FoxNews is changing their  theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a  joke!"
1,"""@lizaperri: @realDonaldTrump The more the media attacks you, the more I know you are the right person for the job."""
1,"""@thydanielflores: .@megynkelly @realDonaldTrump Best interview that I have ever seen."
1,.@GlennBeck got fired like a dog by #Fox. The Blaze is failing and he wanted to have me on his show. I said no - because he is irrelevant.
1,"""@carol_lcnixon67: @realDonaldTrump Kaine says Hillary and he have plans. She could care less what Kaine thinks."""
1,"Just announced that in the history of @CNN, last night۪s debate was its highest rated ever. Will they send me flowers &amp; a thank you note?"
1,"The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual, bad judgment."
1,.@BernardGoldberg was not good tonight on @oreillyfactor. He just doesnt know about winning! But he is a nice guy.
1,"Just left Columbus rally of 14,000 people --- a far bigger crowd than even I expected! Unbelievable evening, incredible spirit in the arena!"
1,It all begins today - WE WILL FINALLY TAKE OUR COUNTRY BACK AND MAKE AMERICA GREAT AGAIN!
1,"""@Ma1973sk: Actually, no @FoxNews, @megynkelly has a sick obsession with Trump. Every day, every show, trashing, negative, hate."
1,".@AC360  Anderson, so amazing. Your mother is, and always has been, an incredible woman!"
1,"Moderator: Respectfully, you won۪t answer the pay-to-play question.۝ #Debate #BigLeagueTruth"
1,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
1,"""@italy2320:  @Reid2962 @FoxNews @megynkelly Tell me what I can do to help you. She really has made me want to never watch fox again"""
1,"Finally, in the new ABC News/Washington Post Poll, Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!"
1,Crooked Hillary wants a radical 500% increase in Syrian refugees. We can۪t allow this. Time to get smart and protect America!
1,"RT @DonaldJTrumpJr: Ironic since Hillary has gotten a lot more of that ""dark unaccountable money"" into her campaign. #debates"
1,"""@R_U_OK_UK: @realDonaldTrump @glozee1 @PaulManafort @CNN @DanScavino Vote trump to save the west. Dont become like Europe - #WakeUpAmerica"
1,RT @ericbolling: Thanks for outstanding soc media engagement today. GOP 2016 Debate just 5 days. I think we got a glimpse into front runner_
1,Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!
1,"Gov.Kasich of Ohio just stated on a morning show that he doesnt watch politics or anything on television, he only watches the @GolfChannel"
1,".@gerardtbaker Gerardwonderful job last night as moderator of the debate. I told many, really smart and elegant.۝"
1,Great reception in D.C. At the Values Voter Summit. Now checking on my job at the Old Post Office...
1,RT @TheBrodyFile: Expect the @realDonaldTrump statement on USA Muslim ban to give him a boost with evangelicals.
1,"Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, &amp; MVP. THEY DONT GET SARCASM?"
1,"""@jrpantiques: @realDonaldTrump @TheFix @pbump THE SCRIPT FOR A GREAT WORLD CHANGING LEADER TO ARISE HAS BEEN WRITTEN &amp; IT WAS FOR MR. TRUMP"
1,Bernie Sanders is being treated very badly by the Democrats - the system is rigged against him. Many of his disenfranchised fans are for me!
1,"Just saw the phony ad by Cruz - totally false, more dirty tricks. He got caught in so many lies - is this man crazy?"
1,The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!
1,Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!
1,"""@buckleybro40:  @RichLowry @maggieNYT @TheFix @pbump @realDonaldTrump so great in Sarasota, FL! #TurntTrump Were following T all the way!"""
1,"""@seleti00: @realDonaldTrump @FoxNews They attack you more then CNN or MSNBC combined. Just a bunch of old Bush appointee Rhinos."""
1,"""@JodiL792: We are Standing with you! Spreading the Word...Trump for President 2016!! I wake &amp; sleep praying for you &amp; the USA!+Israel2"""
1,"""@piersmorgan: Donald Trump still dominating all polls, debate, cable news, gossip...everything. The GOP nomination is his, he rarely loses!"
1,Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.
1,"""@JackDix03868724: Arizona polls for Democrats only say they would prefer Donald Trump over Hillary Clinton 60%"""
1,"""@PizzaPartyBen: @realDonaldTrump we need you elected tomorrow!"""
1,Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!
1,RT @TeamTrump: #RattledHillary wants to talk about her 30 years in service. How about her 30 years of FLOPSӕFLOPS?! #BigLeagueTruth #Debat_
1,"Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016"
1,I will be on @MeetThePress with @ChuckTodd tomorrow morning at 10:30am ET on @NBC. Enjoy!
1,"""@thatgirlflorida: @realDonaldTrump @ByronYork @CBSNews @CNN Florida Loves Trump !!! We had a ball in Jacksonville Saturday! ______"""
1,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!
1,"Heading to a packed house in Waterloo, Iowa! Will celebrate todays great poll numbers together. See you soon!"
1,The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!
1,"""@SassyPantsjj: Michigan GOP poll 2/24/2016 Trump 35.5 Rubio 15.0 Cruz 14.3 Kasich 12.8 Carson 8.3 @realDonaldTrump"" Wow!"
1,"""@Trekwolf164: @wbtonyturner @RadioFreeTom @realDonaldTrump no magic just cut off USA aid money to Mex until cost is recovered.Simple really"
1,"Should not raise taxes in Wisconsin, but massive budget deficit. Education, roads, etc suffering. @DanHenninger lies. @WSJ"
1,"Explain how the women on The View, which is a total disaster since the great Barbara Walters left, ever got their jobs. @abc is wasting time"
1,The #1 trend on Twitter right now is #TrumpWon - thank you!
1,"""@scorpio5053 @realDonaldTrump is the real deal. Hes not running for his health. Believes in the Red White &amp; Blue.@UnitedCitizen01"""
1,"""@StreetR77:  @JohnLegere @TMobile didnt know he was CEO of tmobile, I have T-Mobile, its pathetic, dropped calls, no service."""
1,"""@Truth_or_Rumor: @realArthurSpina @realDonaldTrump Hey Hillary, America will feel much safer once youve failed to get into office."""
1,"""@Read_my_note No wonder why @realDonaldTrump is ahead in the presidential polls.. People are tired of the same old crap from Washington!"""
1,"""@mstanish53: @realDonaldTrump @megynkelly  The bimbo back in town . I hope not for long ."""
1,"Our Native American Senator, goofy Elizabeth Warren, couldn۪t care less about the American worker_does nothing to help!"
1,"""@rdpaga: @JebBush we were attacked on ur brothers watch. Thats not safe. I have respect 4 GW but truth is no WMD in Iraq &amp; 911"
1,#DemDebate was really boring but had a lot of fun live tweeting and picked up by far the most followers.
1,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didnt work. Not much power or insight!"
1,Todays @WSJ Editorial is WRONG again. I know that China is not in the new T.P.P. trade deal but would come in latter through a back door.
1,"""@jimlibertarian:  @SlwStdySque Donald has already done many great things,he has woke America up and people are screaming Donald everywhere"""
1,"""@linley4067_jane: @realDonaldTrump @foxandfriends Fox is using you for ratings. They want u out of the race. Refuse."""
1,. #RepMikeKelly  Great job on @foxandfriends this morning. Thank you for the nice words!
1,"Im leading by big margins in every poll but the press keeps asking, would you ever get out? They are just troublemakers, Im going to win!"
1,I will be on @meetthepress this morning at various times across the U.S. @NBCNews  Enjoy!
1,MAKE AMERICA GREAT AGAIN!
1,"""@KenPettigrew: Dont slow down the Trump storm... American needs leadership not a Paper President like Obama. Dont leave us with Jeb!"""
1,"""@AmericanAsPie: @DiamondandSilk you were awesome at the @realDonaldTrump rally. It was exciting to see you."" Two truly fantastic women!"
1,"""@PattyDs50: @FoxNews We want Donald !! Yah next president! #TrumpTrain #TrumpForPresident""  We will all MAKE AMERICA GREAT AGAIN!"
1,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD
1,"""@marklindsay78: @Hanan_Khan2 @realDonaldTrump poll numbers are higher then most think, no one is asking Democrats if they are voting Trump"""
1,"""@2014_vince: The left wing politically correct cannot handle big don giving the truth....reality....keep saying it like it is !!!!"""
1,RT @TeamTrump: Law enforcement officers bring communities together &amp; keep us safe. @mike_pence &amp; @realDonaldTrump RESPECT &amp; stand by them!_
1,"Wish Obama would say ISIS, like almost everyone else, rather than ISIL."
1,"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!"
1,Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!
1,"""@JohnBerman Two explanations on @realDonaldTrump that seem no longer sufficient: 1) Its early.  2) It is all a media creation."""
1,"By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VETS."
1,"Remember, it was the Republican Party, with the help of Conservatives, that made so many promises to their base, BUT DIDNT KEEP THEM! Hi DT"
1,"""@troyconway: Now 2-more IT Firms going over seas? There is a huge difference between a global economy and GREED! #MakeAmericaGreatAgain"
1,.@CharlesHurt   You were great on @seanhannity last night. Thanks for the nice words. MAKE AMERICA GREAT AGAIN!
1,"Like the worthless @NYDailyNews, looks like @politico will be going out of business. Bad reporting- no money, no cred!"
1,I will be on @meetthepress in an interview with @chucktodd on Sunday morning. So much to talk about!
1,"""@nepafortrump:  @ByronYork @CBSNews @CNN We R here FIGHTING for you DJT! You are the only person who can #MakeAmericaGreatAgain #TeamTrump"""
1,"""@jojo2foxy: TRUMP IS NOT AFRAID OF ANYTHING OR ANYONE - THATS THE PRESIDENT USA NEEDS TO UNITE US &amp; KNOCK THE SOCKS OFF OUR ENEMIES!"
1,"Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesnt have a clue. I hear she will soon be gone!"
1,"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VETS got $6,000,000."
1,"2016 Republican Primary Morning Consult Poll was just released. TRUMP 32, CARSON 12, BUSH 11, FIORINA 6, RUBIO 5, CRUZ 5. Taken after debate"
1,"""@homefreeee: @realDonaldTrump He needs to stop all Visas not look at them!"""
1,Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!
1,"""@DGrant39107133: @nathanpaul1975 Clinton may go to jail but is still running for president? 99% of people would be in jail for what she did"
1,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP cant control their own, then they are not a party. Be tough, Rs!"
1,"""@BarbMuenchen  @grindingdude  the book to read is Time to get Tough making America great again."" Thanks."
1,"Lyin Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful, Lyin Ted, or I will spill the beans on your wife!"
1,Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!
1,"""@maidaa17: @realDonaldTrump GOP traitors! Not supporting U is voting for her, destroying America."
1,"""@davenorthYV: Does anybody ever realize that HillaryClinton doesnt make eye contact with anyone, even the camera. Thats a sign of lying"""
1,"The Club For Growth,which asked me for $1,000,000 in an extortion attempt, just put up a Wisconsin ad with incorrect math.What a dumb group!"
1,I will be giving a lengthy interview to @andersoncooper tonight at 8pmE from Florida. Watch on @CNN! #MakeAmericaGreatAgain #Trump2016
1,"""@adriparsonss: @The_Trump_Train @realDonaldTrump #Donald Trump is your man America. He is the best!! Vote for him!"" Thank you!"
1,"""@heiressarts: @realDonaldTrump By going after you, Jindal also lost the LA governor race! Politicians Beware."
1,"Wow, interview released by Wikileakes shows ""quid pro quo"" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!"
1,"""@Roy_Propsner: @realDonaldTrump ...Dont give up, dont surrender your 3rd party OPTION"""
1,"""@currentlyFeed: The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner."
1,Massive crowd in VT tonight. Venue not big enough. Officials say NO to outside event and sound system. Arrive early!
1,"""@sugarofsaturn: @realDonaldTrump @stuartpstevens On the bright side Romneys loss gave us Donald Trump!""  So true!"
1,The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth
1,"Look forward to being in Tampa this afternoon. Wonderful crowds. Thank you, Florida!"
1,Oregon is voting today. Keep the big numbers going - VOTE TRUMP! MAKE AMERICA GREAT AGAIN!
1,Do you believe that @FoxNews is still playing up the old Iowa poll numbers and no mention of the ABCWashington Post or just out CBS results?
1,From 2% to 27% in Texas - quite a jump into first place!
1,".@VanityFair Magazine is doing really poorly. It has gotten worse and worse over the years, and has lost almost all of its former allure!"
1,Hypocrite! @HillaryClinton claims she needs a public and a private stance۝ in discussions with Wall Street banks. #Debate
1,"""@gigglemitz: @GeraldoRivera  @FoxNews damn fox is really acting like a baby today. I guess Trump got under their skin - pretty biased!"
1,"""@TheNewsClub_US: RT @realDonaldTrump Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO"""
1,The American people are sick and tired of not being able to lead normal lives and to constantly be on the lookout for terror and terrorists!
1,"""@PatriotByGod: @GSamUSA1 @Carolde @realDonaldTrump Trumps new VA plan will solidify Vets. Support of Trump""  I love the VETS."
1,"Will be spending the day campaigning in Connecticut, another state where jobs are being stolen by other countries. I will stop this fast!"
1,I will be on @marklevinshow at 8PM tonight. Tune in!
1,"""@maria_heck: @RobertsLiardon @realDonaldTrump. The more I hear Trump the more I like him!"""
1,"""@VincentKunicki: @realDonaldTrump @kimguilfoyle @FoxNews Long live Donald Trump our next Ronald Reagan!!! God bless you we need you"" Nice!"
1,"""@GeneMcGee6: @realDonaldTrump @seanhannity is so great towards you. Just doesnt like people on his show to bad mouth you. He is great ."""
1,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
1,".CNN &amp; @CNNPolitics  Lawyer Elizabeth Beck did a terrible job against me, she lost (I even got legal fees). I loved beating her,she was easy"
1,"""@BornToBeGOP: @realDonaldTrump Your family is a better watch than the Kardashians by a mile!"" Cute!"
1,"""@EdwardChelednik: @realDonaldTrump @FoxNews Hey Donald your not alone. I cant watch it at all. Used to be all i watched."
1,"Bernie Sanders is lying when he says his disruptors arent told to go to my events. Be careful Bernie, or my supporters will go to yours!"
1,"""@ScoodieGolden Twitter loves Trump. 1000s of retweets for Mr. Trump while @ScottWalker gets 5 to 10 #MakeAmericaGreatAgain!"""
1,"We are getting reports from many voters that the Cruz people are back to doing very sleazy and dishonest ""pushpolls"" on me. We are watching!"
1,"""@jak00seven: If you like how @HillaryClinton handled #Benghazi, then youll just  her as Commander-in-Chief  #MakeAmericaGreatAgain"""
1,"Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!"
1,RT @IvankaTrump: Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to_
1,RT @IngrahamAngle: The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short &amp; sweet. Ditto for @realDonaldTrump who was brie_
